commit_id,confidence_high,confidence_medium,confidence_low,severity_high,severity_medium,severity_low,unique_cwes
a8830627e89bcfb9c9dda2c8f7cac5d2e5cfb6c0,0,2,0,1,1,0,"94, 605"
a8a9b6e9e95b3d715fff8c3d0518985342c31908,2,4,0,2,3,1,"94, 605, 502"
a96484edc270697c666c1c32ba5163cf8e71b467,2,4,0,2,3,1,"94, 605, 502"
a9dd28d5f97e2b5d83791548eeb9c24a807bca73,2,4,0,2,3,1,"94, 605, 502"
ab190f6f34483c47fe32e465808c862fdfa472a1,2,4,0,2,3,1,"94, 605, 502"
aff06e965e895d8a6e781710e7c44c894e3011a3,0,2,0,1,1,0,"94, 605"
b10c1190a9bc02e29ed5dab55ab878bf3e36d73b,0,0,0,0,0,0,
b17901840000e78498574a5d444eca68056f6da5,2,4,0,2,3,1,"94, 605, 502"
b36bcd5f2df2515459ca3c617fe6fcb07d5bba07,0,0,0,0,0,0,
b391468e92bf78337673bc60be884644bafa7eae,0,2,0,1,1,0,"94, 605"
b5be3e0279541ddf416065b5dc8487e18810d94c,22,0,0,0,0,22,703
b62a91deed669c61639c147b6d17b8e7d669d53e,22,0,0,0,0,22,703
b66dbd969b3b4423a6831ba72b8571b454d64553,2,4,0,2,3,1,"94, 605, 502"
b7ac424986d17a95dd18e3ca1053aeccdc39ba2a,0,2,0,1,1,0,"94, 605"
b7b8b9f6dff041c713283dda9e98049f6d8d148f,0,0,0,0,0,0,
b7f764c85db5ef283ffd6df30e00de8a253c5fde,20,0,0,0,2,18,"703, 22, 20"
b8a803731c23dbf73ac3e219a847f6e2ea5a582d,0,2,0,1,1,0,"94, 605"
b8fed6f3c0ad5ab2dab72d6251c60843cad71386,2,2,0,1,2,1,"94, 605, 502"
b9e5ad224f9b19f9da3ad6d4a3b9a856adfcecfa,2,4,0,2,3,1,"94, 605, 502"
bf1825257f3fcf22e10f8d1ce78aaf0e5dec8070,0,2,0,1,1,0,"94, 605"
bf51495e5769099fa5381e75799b37361d881e98,2,4,0,2,3,1,"94, 605, 502"
c0069ab39d22b970623cfa85d096d636a1c7f9f4,2,2,0,1,2,1,"94, 605, 502"
c04dbef54bd1477edec298b21735b97e2f77eb9d,0,2,0,1,1,0,"94, 605"
c1215cd0b706d4cbbc8aa066056de1d4dce7dc25,2,2,0,1,2,1,"94, 605, 502"
c261b64d51ef8f55ad04f7b09cad7da9deacafef,2,2,0,1,2,1,"94, 605, 502"
c34a73286777bfbafd9a2e0af15ab8dc99fe9ae4,2,2,0,1,2,1,"94, 605, 502"
c4106ce83575938268c12a9492b15658c2a573b2,4,4,0,2,4,2,"94, 605, 502"
c6022eaf80974cd0cea0219b952301fdf748814f,2,2,0,1,2,1,"94, 605, 502"
